2026/09/25 17:41:52.762, 0, 16.05, 0, 210, 31154
2026/09/25 17:41:52.770, 1, 6.01, 0, 180, 30710
2026/09/25 17:41:53.277, 0, 49.84, 26, 1800, 31154
2026/09/25 17:41:53.277, 1, 37.33, 65, 1597, 30710
2026/09/25 17:41:53.777, 0, 164.50, 42, 2880, 31154
2026/09/25 17:41:53.777, 1, 153.56, 47, 2857, 30710
2026/09/25 17:41:54.277, 0, 234.05, 41, 2880, 31154
2026/09/25 17:41:54.277, 1, 231.84, 50, 2857, 30710
2026/09/25 17:41:54.777, 0, 234.68, 42, 2880, 31154
2026/09/25 17:41:54.777, 1, 232.39, 46, 2857, 30710
2026/09/25 17:41:55.277, 0, 234.80, 42, 2880, 31154
2026/09/25 17:41:55.278, 1, 232.73, 47, 2857, 30710
2026/09/25 17:41:55.778, 0, 235.76, 44, 2880, 31154
2026/09/25 17:41:55.778, 1, 234.69, 49, 2857, 30710
2026/09/25 17:41:56.278, 0, 237.68, 42, 2880, 31154
2026/09/25 17:41:56.278, 1, 235.23, 51, 2857, 30710
2026/09/25 17:41:56.778, 0, 235.76, 41, 2880, 31154
2026/09/25 17:41:56.778, 1, 234.12, 49, 2857, 30710
2026/09/25 17:41:57.278, 0, 234.54, 43, 2880, 31154
2026/09/25 17:41:57.278, 1, 233.81, 51, 2857, 30710
2026/09/25 17:41:57.778, 0, 230.91, 64, 2895, 31822
2026/09/25 17:41:57.778, 1, 199.10, 0, 2872, 31170
2026/09/25 17:41:58.279, 0, 362.07, 87, 2820, 31842
2026/09/25 17:41:58.279, 1, 274.62, 73, 2797, 31290
2026/09/25 17:41:58.779, 0, 436.52, 51, 2872, 31842
2026/09/25 17:41:58.779, 1, 339.36, 51, 2820, 31290
2026/09/25 17:41:59.279, 0, 254.70, 0, 2880, 31842
2026/09/25 17:41:59.279, 1, 300.45, 0, 2850, 31290
2026/09/25 17:41:59.779, 0, 163.08, 0, 2910, 31842
2026/09/25 17:41:59.779, 1, 183.69, 0, 2880, 31290
2026/09/25 17:42:00.279, 0, 109.98, 0, 2910, 31844
2026/09/25 17:42:00.279, 1, 95.24, 0, 2880, 31290
2026/09/25 17:42:00.780, 0, 141.51, 0, 2880, 31844
2026/09/25 17:42:00.780, 1, 134.19, 0, 2857, 31290
2026/09/25 17:42:01.280, 0, 160.49, 40, 2910, 31844
2026/09/25 17:42:01.280, 1, 154.04, 48, 2880, 31290
2026/09/25 17:42:01.780, 0, 176.05, 41, 2880, 31844
2026/09/25 17:42:01.780, 1, 170.02, 47, 2857, 31290
2026/09/25 17:42:02.280, 0, 235.27, 41, 2880, 31844
2026/09/25 17:42:02.280, 1, 233.45, 47, 2857, 31290
2026/09/25 17:42:02.780, 0, 236.00, 40, 2880, 31844
2026/09/25 17:42:02.781, 1, 235.07, 47, 2857, 31290
2026/09/25 17:42:03.281, 0, 232.82, 41, 2880, 31844
2026/09/25 17:42:03.281, 1, 233.60, 46, 2857, 31290
2026/09/25 17:42:03.781, 0, 231.64, 39, 2880, 31844
2026/09/25 17:42:03.781, 1, 231.91, 48, 2857, 31290
2026/09/25 17:42:04.281, 0, 230.42, 40, 2880, 31844
2026/09/25 17:42:04.281, 1, 231.39, 48, 2857, 31290
2026/09/25 17:42:04.781, 0, 223.24, 42, 2880, 31844
2026/09/25 17:42:04.781, 1, 220.26, 37, 2857, 31290
2026/09/25 17:42:05.281, 0, 331.92, 93, 2812, 31844
2026/09/25 17:42:05.281, 1, 250.21, 100, 2827, 31330
2026/09/25 17:42:05.782, 0, 468.10, 90, 2820, 31844
2026/09/25 17:42:05.782, 1, 379.83, 83, 2790, 31330
